Nombre,Precio USD,Dirección,M2 Totales,Ambientes,Baños,Tipo,Precio por m2,Rango de precio,Rango de superficie,Densidad ambientes
VENTA - IDEAL EMPRENDIMIENTO CANINO CON VIVIENDA,55000,9 0,1650.0,5.0,1.0,Otro,33.333333333333336,Bajo,Muy grande,0.0030303030303030303
VENTA CASA EN SANTO TOME CON PATIO Y PISCINA,87000,Arenales 2300,201.0,5.0,1.0,Casa,432.8358208955224,Medio,Grande,0.024875621890547265
DEPARTAMENTO 1 DORM PILAY ADJUDICADO,22000,Eva Perón 2200,45.0,2.0,1.0,Departamento,488.8888888888889,Muy bajo,Chico,0.044444444444444446
Venta departamento 3 dormitorios. Zona Sur.,85000,9 de Julio 1200,10.0,4.0,1.0,Departamento,8500.0,Medio,Chico,0.4
REMAX VENDE DEPARTAMENTO 2D SAN TOMAS PUEBLO VERDE,95000,Autopista Rosario - Santa Fe 0,100.0,4.0,1.0,Departamento,950.0,Medio,Mediano,0.04
Se vende dpto de dos dormitorios en peatonal!,89000,San Martín 2500,64.78,3.0,1.0,Departamento,1373.8808274158691,Medio,Mediano,0.04631058968817536
SE VENDE FIAMBRERÍA A METROS DE LAS 5 ESQUINAS,12000,Avenida 7 de Marzo 2200,32.0,,1.0,Otro,375.0,Muy bajo,Chico,
Remax vende Monoambiente Excelente ubicación,48000,Dr. Zavalla 3200,27.0,1.0,1.0,Otro,1777.7777777777778,Muy bajo,Chico,0.037037037037037035
"CASA PB EN BARRIO CENTENARIO , CON COCHERA Y PATIO",59000,Independencia 3000,288.0,5.0,1.0,Casa,204.86111111111111,Bajo,Muy grande,0.017361111111111112
Dpto 2 dormitorios 2 baños y cochera en venta,225000,Alvear 2600,86.0,3.0,2.0,Departamento,2616.279069767442,Alto,Mediano,0.03488372093023256
Venta de gran propiedad a mtrs. de Peñaloza,110000,Santiago Derqui 3800,364.0,4.0,2.0,Otro,302.1978021978022,Medio,Muy grande,0.01098901098901099
Casa de dos dormitorios más local comercial.,28000,Monseñor Zazpe 3900,124.0,5.0,1.0,Casa,225.80645161290323,Muy bajo,Grande,0.04032258064516129
CASAQUINTA RUTA 1 KM 13 ARROYO LEYES - EN VENTA,53000,Los Flamencos Entre Calle 42 y Avenida de Lluvia 0,120.0,3.0,1.0,Otro,441.6666666666667,Bajo,Grande,0.025
DEPARTAMENTO EN VENTA – B° CONSTITUYENTES,75000,1ero de Mayo 2900,104.5,3.0,1.0,Departamento,717.7033492822967,Bajo,Mediano,0.028708133971291867
CASA MODERNA DE 3 DORMITORIOS EN VILLA CALIFORNIA,130000,Las Torcacitas 2600,750.0,5.0,2.0,Casa,173.33333333333334,Alto,Muy grande,0.006666666666666667
Cochera constituyente,10000,Santiago del Estero 2800,12.0,,,Cochera,833.3333333333334,Muy bajo,Chico,
Remax vende casa de dos dormitorios y patio seco,64500,Dr. Zavalla 1700,160.0,4.0,1.0,Casa,403.125,Bajo,Grande,0.025
Se vende depto tres dormitorios en Sargento Cabral,73000,Pedro Zenteno 2100,60.8,5.0,1.0,Departamento,1200.657894736842,Bajo,Chico,0.08223684210526316
Amplia Casa con Cochera y Gran Patio Verde,42000,Aguado 2200,98.0,2.0,1.0,Casa,428.57142857142856,Muy bajo,Mediano,0.02040816326530612
Vendo Excelente Departamento!!!,128000,Amenábar 3200,92.99,3.0,1.0,Departamento,1376.492095924293,Medio,Mediano,0.032261533498225616
CONJUNTO ARZAMENDIA - DEPARTAMENTO EN POZO,55620,Pasaje Arzamendia 5900,44.5,2.0,1.0,Departamento,1249.887640449438,Bajo,Chico,0.0449438202247191
Casa de categoría  en zona norte,120000,Los Nogales 2400,216.0,4.0,2.0,Casa,555.5555555555555,Medio,Muy grande,0.018518518518518517
Venta departamento un dormitorio oportunidad,65000,Regis Martínez 1700,45.0,2.0,1.0,Departamento,1444.4444444444443,Bajo,Chico,0.044444444444444446
Venta - Quinta Arroyo Leyes,35000,C. los Crestones 0,109.6,3.0,2.0,Quinta,319.3430656934307,Muy bajo,Mediano,0.02737226277372263
Se vende Cochera en Microcentro - Eva Perón 2411,5500,Eva Peron 2400,12.5,,,Cochera,440.0,Muy bajo,Chico,
"VENTA: LOCAL EN CONSTRUCCIÓN, EXCELENTE UBICACION",120000,La Rioja 2400,96.08,,1.0,Local,1248.9592006661117,Medio,Mediano,
REMAX VENDE CASA 3 HABITACIONES,42000,Pasaje Paraná 3800,57.0,5.0,2.0,Casa,736.8421052631579,Muy bajo,Chico,0.08771929824561403
CASA 3 HABITACIONES EN SANTO TOMÉ,67000,Juan José Paso 1300,190.0,6.0,2.0,Casa,352.63157894736844,Bajo,Grande,0.031578947368421054
Dpto de 2 dorm amplio en pleno Constituyentes,105000,Obispo Gelabert 3300,75.0,3.0,1.0,Departamento,1400.0,Medio,Mediano,0.04
Casa Funcional con dos locales comerciales. Centro,275000,Lisandro de la Torre 2500,320.0,10.0,4.0,Casa,859.375,Alto,Muy grande,0.03125
CASA INTERNA AMPLIA 2 DORM A MTS DEL CENTRO,68000,"25 de Mayo, 1600",115.0,4.0,1.0,Casa,591.304347826087,Bajo,Grande,0.034782608695652174
OPORTUNIDAD A REFACCIONAR EN B° SGTO CABRAL,42000,Alberdi 5500,190.0,4.0,1.0,Otro,221.05263157894737,Muy bajo,Grande,0.021052631578947368
CONJUNTO ARZAMENDIA - DEPARTAMENTO EN POZO,52530,Pasaje Arzamendia 5900,44.5,2.0,1.0,Departamento,1180.4494382022472,Bajo,Chico,0.0449438202247191
Casa en venta de 2 dormis y piscina a estrenar,79000,Juan M de Rosas Esquina Alberti 1200,75.0,3.0,1.0,Casa,1053.3333333333333,Medio,Mediano,0.04
"EN VENTA PLANATA ALTA, 2 DORM, Z/CENTRICA STO TOME",60000,Pasaje Hernández 2600,92.0,3.0,1.0,Otro,652.1739130434783,Bajo,Mediano,0.03260869565217391
CASA EN VENTA - BARRIO CANDIOTI,150000,Castellanos1 2000,72.0,2.0,1.0,Casa,2083.3333333333335,Alto,Mediano,0.027777777777777776
Inversor Fideicomitente. Desarrollo Exclusivo.,249000,Tucuman 2900,170.0,7.0,3.0,Otro,1464.7058823529412,Alto,Grande,0.041176470588235294
Venta Dpto 2 dorm. en desarrollo - Excelente zona,125700,San Lorenzo 2700,74.5,3.0,2.0,Departamento,1687.248322147651,Medio,Mediano,0.040268456375838924
"Casa 2 Dorm, 2 Patios, Guadalupe Este",47000,Velez Sarsfield 6700,83.0,4.0,1.0,Casa,566.2650602409639,Muy bajo,Mediano,0.04819277108433735
Tu hogar te está esperando!!,67000,Zavalla 1800,250.0,5.0,2.0,Otro,268.0,Bajo,Muy grande,0.02
SE VENDE EXCELENTE CASA AL FRENTE EN SANTO TOME!!,82000,Rivadavia 1200,135.0,6.0,2.0,Casa,607.4074074074074,Medio,Grande,0.044444444444444446
SE VENDE CASA-QUINTA EN SAUCE!!!,145000,Calle Presidente Bartolomé Mitre 1100,219.0,4.0,2.0,Casa,662.1004566210046,Alto,Muy grande,0.0182648401826484
Venta Cochera Urquiza y Juan de Garay,8900,Urquiza 2000,15.0,,,Cochera,593.3333333333334,Muy bajo,Chico,
VENTA CASA EN CALLE BELGRANO 5600-B° Sgto. Cabral,85000,Belgrano 5600,90.0,3.0,1.0,Casa,944.4444444444445,Medio,Mediano,0.03333333333333333
Casa elevada con amplio terreno en Arroyo Leyes,40000,Los Tordos 0,94.0,3.0,2.0,Casa,425.531914893617,Muy bajo,Mediano,0.031914893617021274
CONJUNTO ARZAMENDIA - DEPARTAMENTO EN POZO,54600,Pasaje Arzamendia 5900,39.5,2.0,1.0,Departamento,1382.2784810126582,Bajo,Chico,0.05063291139240506
CONJUNTO ARZAMENDIA - DEPARTAMENTO EN POZO,54590,Pasaje Arzamendia 5900,44.5,2.0,1.0,Departamento,1226.741573033708,Bajo,Chico,0.0449438202247191
CONJUNTO ARZAMENDIA - DEPARTAMENTO EN POZO,57680,Pasaje Arzamendia 5900,51.0,2.0,1.0,Departamento,1130.9803921568628,Bajo,Chico,0.0392156862745098
VENTA CASA CON COHERA EN SANTO TOME,90000,Gaboto 2300,147.0,6.0,2.0,Casa,612.2448979591836,Medio,Grande,0.04081632653061224
VENTA DPTO.3 DORMITORIOS - LAS FLORES 1,20000,Pasaje Público 4800,62.42,5.0,1.0,Departamento,320.41012495994875,Muy bajo,Mediano,0.08010253123998719
CASA APTA CREDITO CON LOCAL COMERCIAL,44000,Corrientes 1500,136.0,4.0,1.0,Casa,323.52941176470586,Muy bajo,Grande,0.029411764705882353
DEPTO DE UN DORMITORIO FRENTE A AV.ALEM,63000,Belgrano 2600,50.0,2.0,1.0,Departamento,1260.0,Bajo,Chico,0.04
Venta: Depto 2 dorm.+coch. en Torre 3 Garden Inn.,220000,Calle 1º de Enero 2400,93.0,3.0,2.0,Departamento,2365.5913978494623,Alto,Mediano,0.03225806451612903
VENTA HERMOSA CASA NUEVA EN LOS MOLINOS,190000,Country los Molinos 0,651.38,5.0,2.0,Casa,291.68841536430347,Alto,Muy grande,0.007676010930639565
Venta: depto 1 dorm. piso 11- Amarras Center T.3,139000,Sara Pinasco de Julierac 1700,59.0,2.0,1.0,Departamento,2355.9322033898306,Alto,Chico,0.03389830508474576
EXCELENTE CASA TRES DORM. COCHERA PILETA Y QUINCHO,225000,Espora 1800,432.28,8.0,2.0,Casa,520.495974831128,Alto,Muy grande,0.018506523549551217
DEPARTAMENTO DE CATEGORÍA - CÉNTRICO,100000,Tucumán 2400,104.0,2.0,1.0,Departamento,961.5384615384615,Medio,Mediano,0.019230769230769232
VENTA DE GALPÓN EN BARRIO CANDIOTI NORTE,330000,Juan del Campillo 1200,678.0,,1.0,Galpón,486.72566371681415,Alto,Muy grande,
Casa Interna única en Barrio Candioti de 2 dorm.,85000,Luciano Molinas 2300,102.0,3.0,1.0,Casa,833.3333333333334,Medio,Mediano,0.029411764705882353
Venta - Departamento Zona Centro,48000,Hipolito Irigoyen 2600,40.0,2.0,1.0,Departamento,1200.0,Muy bajo,Chico,0.05
VENTA DEPTO 3 DORMITORIOS,18000,Fonavi San Geronimo 0,84.0,4.0,1.0,Departamento,214.28571428571428,Muy bajo,Mediano,0.047619047619047616
Casa de 3 dormitorios con patio y pileta,165000,Santiago del Estero 1800,273.0,6.0,3.0,Casa,604.3956043956044,Alto,Muy grande,0.02197802197802198
CASA QUINTA,48000,103 S/n 0,700.0,3.0,2.0,Casa,68.57142857142857,Muy bajo,Muy grande,0.004285714285714286
VENTA DEP 2 DORMITORIOS Y COCHERA EDIF FENIX,275000,Boulevard Pellegrini 2700,84.59,4.0,2.0,Cochera,3250.975292587776,Alto,Mediano,0.04728691334673129
QUINTA A LA VENTA EN CALLE DEL SOL VILLA CALIFORNI,95000,Calle del Sol 2600,1241.0,2.0,1.0,Quinta,76.5511684125705,Medio,Muy grande,0.0016116035455278
"Casa de diseño moderno en Rincón km 4,5",220000,Los Aromitos 600,436.0,5.0,3.0,Casa,504.58715596330273,Alto,Muy grande,0.011467889908256881
Departamento de 2 dormitorios y cochera,97000,Domingo Silva 2300,71.0,3.0,1.0,Departamento,1366.1971830985915,Medio,Mediano,0.04225352112676056
CASA DE 2 DORMITORIOS A ESTRENAR EN QUILOAZAS,119000,"Ruta 1 Km 9,5 0",500.0,4.0,1.0,Casa,238.0,Medio,Muy grande,0.008
CASA EN BARRIO ROMA DE TRES DORMITORIOS Y PILETA,146000,Gobernador Vera 3500,163.0,6.0,2.0,Casa,895.7055214723927,Alto,Grande,0.03680981595092025
CAM 100 VENTA DEPART. 2 DORM. 2 BAÑOS - AMENITIES,215000,Avenida Leandro N. Alem 1900,97.0,3.0,2.0,Otro,2216.494845360825,Alto,Mediano,0.030927835051546393
CASA DE DOS DORMITORIOS EN SANTO TOME,79500,Calle Belgrano 1300,295.0,4.0,1.0,Casa,269.49152542372883,Medio,Muy grande,0.013559322033898305
SOFIA II VENTA SEMIPISO 2 DORMIT. 2 BAÑOS 106 m2.,212000,Suipacha y 4 de Enero 3000,106.0,3.0,2.0,Otro,2000.0,Alto,Mediano,0.02830188679245283
SOFIA II VENTA DEPARTAMENTO 1 DORMIT. 60 m2,120000,Suipacha y 4 de Enero 3000,60.0,2.0,1.0,Departamento,2000.0,Medio,Chico,0.03333333333333333
Departamento en venta 3 dormitorios,215000,Pasaje Bustamante 2200,152.54,5.0,3.0,Departamento,1409.4663694768585,Alto,Grande,0.03277828766225253
Casa de categoria en Santo Tome,140000,Frutos 2500,258.0,6.0,3.0,Casa,542.6356589147287,Alto,Muy grande,0.023255813953488372
"TORRE FÉNIX, PISO 22",380000,Boulevard Pellegrini 2700,128.0,4.0,2.0,Otro,2968.75,Alto,Grande,0.03125
VENTA TORRE SAKURA- EN POZO-SOBRE BOULEVARD 2 DORM,226500,Boulevard Pellegrini 2800,81.34,3.0,2.0,Otro,2784.607819031227,Alto,Mediano,0.036882222768625524
VENTA COCHERA EN TORRE SAKURA SOBRE BOULEVARD,27000,Boulevard Pellegrini 2800,12.0,,,Cochera,2250.0,Muy bajo,Chico,
VENTA CASA DE 3 DORMITORIOS EN CONSTITUYENTES,170000,Suipacha 3100,167.0,5.0,2.0,Casa,1017.9640718562874,Alto,Grande,0.029940119760479042
DEPARTAMENTO A ESTRENAR DE 1 DORMITORIO B CANDIOTI,78000,Luciano Molinas 1800,39.06,2.0,1.0,Departamento,1996.9278033794162,Medio,Chico,0.05120327700972862
CASA APTA A CREDITO !,55000,Gobernador Freyre 4700,128.0,3.0,1.0,Casa,429.6875,Bajo,Grande,0.0234375
"Casa de 2 dormitorios , Local y cochera",38000,Doctor Zavalla 7100,144.0,4.0,1.0,Casa,263.8888888888889,Muy bajo,Grande,0.027777777777777776
VENTA CASA 2 DORMIT. SANTO TOMÉ-MUY BUEN TERRENO,56000,Manuel Leiva 4800,115.0,3.0,1.0,Casa,486.95652173913044,Bajo,Grande,0.02608695652173913
"PLANTA ALTA EN PLENO CENTRO, EXCELENTE CALIDAD",130000,9 de Julio 2500,134.0,6.0,1.0,Otro,970.1492537313433,Alto,Grande,0.04477611940298507
AMPLIO DPTO CON BALCÓN FRENTE A LOS BOMBEROS,135000,1º de Mayo 2400,65.39,3.0,2.0,Departamento,2064.5358617525617,Alto,Mediano,0.045878574705612477
CASA QUINTA EN COUNTRY UBAJAY.,123000,Club Nautico Ubajay 3000,165.0,3.0,2.0,Casa,745.4545454545455,Medio,Grande,0.01818181818181818
Departamento 2 dormitorios a estrenar,157000,La Rioja 3300,79.1,3.0,2.0,Departamento,1984.8293299620734,Alto,Mediano,0.03792667509481669
"Venta casa con garage, local y departamento",230000,San Martín 3700,208.0,9.0,3.0,Departamento,1105.7692307692307,Alto,Muy grande,0.04326923076923077
SE VENDE AMARRAS CENTER TORRE I PISO 6 1DOR/COCHER,150000,Sara Pinasco de Julierac 300,58.0,2.0,1.0,Otro,2586.206896551724,Alto,Chico,0.034482758620689655
SE VENDE CASA EN LOS MOLINOS EN CONSTRUCCION,128000,Monseñor a Rodriguez 0,182.29,6.0,2.0,Casa,702.1778484831862,Medio,Grande,0.03291458664764935
VENTA - PLANTA BAJA DE 2 DORMITORIOS CON COCHERA,125000,9 de Julio 3000,166.0,6.0,1.0,Cochera,753.0120481927711,Medio,Grande,0.03614457831325301
Departamento 1 dormitorio a estrenar,68500,La Rioja 3300,36.0,2.0,1.0,Departamento,1902.7777777777778,Bajo,Chico,0.05555555555555555
Casa a la venta 2 dormitorios cochera patio,75000,Chaco 2600,203.0,5.0,2.0,Casa,369.4581280788177,Bajo,Grande,0.024630541871921183
"CASA EN ZONA CENTRO CON PATIO, COCHERA Y QUINCHO",198000,4 de Enero 2800,293.25,7.0,2.0,Casa,675.1918158567775,Alto,Muy grande,0.023870417732310314
VENTA CASA  EN BARRIO RECOLETA,250000,Obispo Gelabert 2400,424.0,9.0,3.0,Casa,589.622641509434,Alto,Muy grande,0.02122641509433962
VENTA CASA 4 DORMITORIOS PILETA QUINCHO LAS PALTAS,170000,Calle Ibira Pita 6200,258.0,7.0,6.0,Casa,658.9147286821706,Alto,Muy grande,0.027131782945736434
SE VENDE DPTO EN BARRIO LOYOLA,30000,Balacarce - Monoblock V 0,99.0,5.0,2.0,Departamento,303.030303030303,Muy bajo,Mediano,0.050505050505050504
Venta Departamento 2 dorm y cochera centro SantaFe,118000,25 de Mayo 2700,64.3,4.0,1.0,Departamento,1835.1477449455676,Medio,Mediano,0.06220839813374806
"Se vende cochera en ""Celestino XVI""",13000,4 de Enero 2700,15.0,,,Cochera,866.6666666666666,Muy bajo,Chico,
DEPARTAMENTO DE 1 DORMITORIO - ALTOS DEL SARSFIELD,95000,Velez Sarsfield 3300,1723.0,2.0,1.0,Departamento,55.13639001741149,Medio,Muy grande,0.0011607661056297156
VENTA DEPARTAMENTO DE 1 DORMITORIO EN BARRIO SUR,87000,Monseñor Zazpe 2400,48.0,2.0,1.0,Departamento,1812.5,Medio,Chico,0.041666666666666664
Departamento 2 dormitorios a estrenar,157000,La Rioja 3300,77.72,3.0,2.0,Departamento,2020.0720535254761,Alto,Mediano,0.03860010293360782
Cochera a estrenar,22500,La Rioja 3300,25.0,,,Cochera,900.0,Muy bajo,Chico,
VENTA. Dpto de 2 dormitorios en Torre L,150000,4 de Enero 2700,79.0,4.0,2.0,Departamento,1898.73417721519,Alto,Mediano,0.05063291139240506
VENTA DE PLAN DE AHORRO PILAY,22000,"Santa Fe, Santa Fe 0",75.0,3.0,1.0,Otro,293.3333333333333,Muy bajo,Mediano,0.04
SE VENDE LOTE 13X100 +CASA A TERMINAR AV. GRAL PAZ,50000,Av General Paz 0,70.0,,,Casa,714.2857142857143,Bajo,Mediano,
DEPARTAMENTO DE 1 DORMITORIO DE LUJO EN BARRIO SUR,87000,San Lorenzo 2200,40.39,2.0,1.0,Departamento,2153.9985144837833,Medio,Chico,0.04951720722951226
CASA 2 HABITACIONES EN VENTA - B. GUADALUPE,175000,Juan Castelli 400,218.0,3.0,1.0,Casa,802.7522935779816,Alto,Muy grande,0.013761467889908258
Se vende departamento de 1 dormitorio con cochera,62000,Urquiza 4200,43.0,2.0,1.0,Departamento,1441.860465116279,Bajo,Chico,0.046511627906976744
Dpto 2 dorm. c/cochera NEO - Entrega fines 2026,195000,Sarmiento 2700,97.94,2.0,2.0,Departamento,1991.0149070859711,Alto,Mediano,0.02042066571370227
QUINTA CON PILETA en LAGOS DEL LEYES,55000,Ruta Provincial 1 Calle 79 Entre 76 y 78 100,56.0,2.0,1.0,Quinta,982.1428571428571,Bajo,Chico,0.03571428571428571
CASA DE 4 DORM Y PATIO VERDE A MTS DE GRAL PAZ,220000,Pedro Ferré 1800,313.0,8.0,3.0,Casa,702.8753993610223,Alto,Muy grande,0.025559105431309903
Plan Pilay adjudicado,40000,Belgrano 4600,72.0,3.0,1.0,Otro,555.5555555555555,Muy bajo,Mediano,0.041666666666666664
Semipiso A ESTRENAR en venta de 1 dormitorio,69500,Necochea 5300,58.0,3.0,1.0,Otro,1198.2758620689656,Bajo,Chico,0.05172413793103448
CASA EN SANTO TOME A 50 M DE AV. RICHIERRI,68000,Pasaje España 4300,576.97,4.0,1.0,Casa,117.85708095741546,Bajo,Muy grande,0.006932769468083262
Se vende interno en Guadalupe Oeste,45000,Alberti 1300,96.0,6.0,1.0,Otro,468.75,Muy bajo,Mediano,0.0625
Casa de dos dormitorios cochera y patio,55000,Hernandarias 3700,149.0,4.0,1.0,Casa,369.1275167785235,Bajo,Grande,0.026845637583892617
Venta piso completo en zona centro,220000,25 de Mayo 2000,150.0,6.0,3.0,Otro,1466.6666666666667,Alto,Grande,0.04
Venta Casaquinta en Arroyo Leyes,79000,Avenida los Talas 0,136.0,3.0,1.0,Otro,580.8823529411765,Medio,Grande,0.022058823529411766
CASA EN ARROYO LEYES CERCANO AL RIO,49000,135 0,70.0,3.0,1.0,Casa,700.0,Bajo,Mediano,0.04285714285714286
VENTA - CASA 4 DORMITORIOS - SAN JOSE DEL RINCON,125000,Padre Mazzari 5200,1200.0,4.0,1.0,Casa,104.16666666666667,Medio,Muy grande,0.0033333333333333335
SE VENDE INTERNO EN GUADALUPE OESTE,35000,Lavalle 7300,98.0,5.0,1.0,Otro,357.14285714285717,Muy bajo,Mediano,0.05102040816326531
SE VENDE DEPARTAMENTO INTERNO A METROS DE BV.,55000,Lavalle 3500,51.0,3.0,1.0,Departamento,1078.4313725490197,Bajo,Chico,0.058823529411764705
CASA DE DOS PLANTAS EN EXELENTE ESTADO,80000,Pasaje Koch 3500,150.0,4.0,2.0,Casa,533.3333333333334,Medio,Grande,0.02666666666666667
VENTA CASA A ESTRENAR 3 DORM C PILETA EN RECOLETA,215000,Santiago del Estero 2600,150.0,4.0,2.0,Casa,1433.3333333333333,Alto,Grande,0.02666666666666667
CASA A 100 MTS DEL RIO - SAUCE VIEJO,75000,General Ramirez 1000,121.0,4.0,1.0,Casa,619.8347107438017,Bajo,Grande,0.03305785123966942
Propiedad en VENTA 5 dorm y cochera en Rincon,170000,Coronel Matías Diaz 2000,822.0,10.0,3.0,Cochera,206.8126520681265,Alto,Muy grande,0.012165450121654502
Venta Interno en macrocentro con patio,83000,San Lorenzo 2400,91.0,3.0,1.0,Otro,912.0879120879121,Medio,Mediano,0.03296703296703297
VENTA  DE CASA LAGUNA PAVIA CON AMPLIO TERRENO,35000,Corrientes 900,221.0,4.0,1.0,Casa,158.3710407239819,Muy bajo,Muy grande,0.01809954751131222
"QUINTA EN VENTA, 1 DORM, FRENTE A RIO UBAJAY",70000,"Ruta 1 , Km 10.5  Calle 2 0",72.0,2.0,1.0,Quinta,972.2222222222222,Bajo,Mediano,0.027777777777777776
SE VENDE PROPIEDAD EN CANDIOTI NORTE,95000,Juan del Campillo 1200,211.0,4.0,1.0,Otro,450.2369668246445,Medio,Muy grande,0.018957345971563982
Hermosa casa en jardines de la costa,100000,Los Citricos y los Naranjos 0,271.0,12.0,3.0,Casa,369.00369003690037,Medio,Muy grande,0.04428044280442804
VENTA DPTO 1 DORM- EXCELENTE PRECIO,48000,Saavedra 2400,44.0,2.0,1.0,Departamento,1090.909090909091,Muy bajo,Chico,0.045454545454545456
Dpto 2 Dormitorios | TORRE CAPITAL |,187500,Avenida General López 2800,91.0,4.0,2.0,Departamento,2060.4395604395604,Alto,Mediano,0.04395604395604396
OPORTUNIDAD CASA A REFACCIONAR O DEMOLER,80000,Fray Mamerto Esquiu 2800,165.0,4.0,2.0,Casa,484.8484848484849,Medio,Grande,0.024242424242424242
CASA MODERNA 1 DORM+JARDIN EN SAUCE VIEJO,56000,Canadá 1000,70.0,3.0,1.0,Casa,800.0,Bajo,Mediano,0.04285714285714286
COCHERA EN VENTA,15000,Corrientes 3200,12.5,,,Cochera,1200.0,Muy bajo,Chico,
COCHERA DESCUBIERTA EN PLANTA BAJA ZONA CENTRO,20000,Monseñor Zazpe 2400,12.5,,,Cochera,1600.0,Muy bajo,Chico,
DEPTO DE 1 DORMITORIO Y TERRAZA EXCLUSIVA,98600,Monseñor Zazpe 2400,83.5,2.0,1.0,Departamento,1180.8383233532934,Medio,Mediano,0.023952095808383235
Ideal pescadores- Casa a la Venta Desvío Arijón-,39000,Ruta Nacional 11 1100,62.0,3.0,1.0,Casa,629.0322580645161,Muy bajo,Mediano,0.04838709677419355
"VENTA QUINTA SAUCE VIEJO CALLE ""EL MATE""",75000,El Mate 1200,83.25,2.0,1.0,Quinta,900.9009009009009,Bajo,Mediano,0.024024024024024024
VENTA COCHERA CUBIERTA EN PLANTA BAJA,23000,Monseñor Zazpe 2400,12.5,,,Cochera,1840.0,Muy bajo,Chico,
VENTA DPTO 1 DORMITORIO CON BALCÓN AL SUR,86700,Monseñor Zazpe 2400,55.5,2.0,1.0,Departamento,1562.162162162162,Medio,Chico,0.036036036036036036
VENTA casa de 4 dormitorios + patio + cochera,79000,Azcuénaga 1500,133.4,5.0,2.0,Casa,592.2038980509745,Medio,Grande,0.037481259370314844
Casa en Venta en Candioti Norte,145000,Córdoba 1400,142.0,4.0,2.0,Casa,1021.1267605633802,Alto,Grande,0.028169014084507043
Departamento 2 dormitorios a 20 metros de gral paz,59000,Estanislao Zeballos 900,82.0,4.0,1.0,Departamento,719.5121951219512,Bajo,Mediano,0.04878048780487805
CAMPO -  18 HAS SOBRE RUTA 2  -  ARROYO AGUIAR,270000,Ruta 2 S/N,18.0,,,Campo,15000.0,Alto,Chico,
Dpto de dos dormitorios amplio. Frente Terminal.,70000,Suipacha 2100,75.0,3.0,1.0,Departamento,933.3333333333334,Bajo,Mediano,0.04
Remax vende increíble quinta en Colastiné Norte,175000,Los Algarrobos 6600,282.88,4.0,4.0,Quinta,618.6368778280543,Alto,Muy grande,0.01414027149321267
"Casa de 3 dormitorios, quincho y cochera.",95000,Gobernador Freyre 5300,171.5,5.0,2.0,Casa,553.935860058309,Medio,Grande,0.029154518950437316
SE VENDE CASA A METROS DE LA COSTANERA SANTAFESINA,130000,Salvador del Carril 900,300.0,4.0,1.0,Casa,433.3333333333333,Alto,Muy grande,0.013333333333333334
Se vende dpto oportunidad en planta alta zona bv.,59500,Candido Pujato 3200,43.0,3.0,1.0,Departamento,1383.7209302325582,Bajo,Chico,0.06976744186046512
VENTA DE DESARROLLO 4 DEPTOS IDEAL P/INVERSIÓN,170000,1º de Mayo 6700,190.0,2.0,4.0,Otro,894.7368421052631,Alto,Grande,0.010526315789473684
Casa en Venta  en Barrio Progreso de Pompeya.,58000,Presbitero Luis V.dusso 7800,210.0,5.0,2.0,Casa,276.1904761904762,Bajo,Muy grande,0.023809523809523808
Casa Quinta en Venta–San José del Rincón – Ruta 1,85000,Domingo Silva San Jose del Rincon 1500,199.0,5.0,2.0,Casa,427.1356783919598,Medio,Grande,0.02512562814070352
Casa en Venta en Pje. Koch,55000,Pasaje Koch 1200,77.0,4.0,1.0,Casa,714.2857142857143,Bajo,Mediano,0.05194805194805195
Excelente oportunidad de inversión!,32000,Pje Luciano Leiva 7500,100.0,3.0,1.0,Otro,320.0,Muy bajo,Mediano,0.03
VENTA DEPARTAMENTO 2 DORMITORIOS CELESTINO XII,110000,San Jerónimo 1100,53.23,3.0,1.0,Departamento,2066.503851211723,Medio,Chico,0.056359195942137896
CASA DE CATEGORÍA BARRIO SUR,540000,San Jerónimo 1300,473.0,8.0,3.0,Casa,1141.6490486257928,Alto,Muy grande,0.016913319238900635
DEPARTAMENTO A ESTRENAR EN ZONA NORTE,45000,Sarmiento 8900,100.0,3.0,1.0,Departamento,450.0,Muy bajo,Mediano,0.03
Interno Único 2 Dorm con Patio - Barrio Roma,42000,Juan de Garay 3900,88.0,4.0,1.0,Otro,477.27272727272725,Muy bajo,Mediano,0.045454545454545456
CASA QUINTA,60000,Palma Real 3000,486.36,3.0,1.0,Casa,123.3654083395016,Bajo,Muy grande,0.00616827041697508
Casa al frente 2 Dorm - Barrio Roma,46000,Juan de Garay 3900,103.0,5.0,2.0,Casa,446.6019417475728,Muy bajo,Mediano,0.04854368932038835
COCHERA CON PORTON AUTOMÁTICO EN VENTA,18000,Tucumán 3500,12.5,,,Cochera,1440.0,Muy bajo,Chico,
Departamento de 1 dormitorio,69000,Tucumán 3500,41.0,2.0,1.0,Departamento,1682.9268292682927,Bajo,Chico,0.04878048780487805
CASA QUINTA AL RIO EN SAUCE VIEJO A TERMINAR,90000,Mejico 100,643.0,4.0,2.0,Casa,139.96889580093313,Medio,Muy grande,0.006220839813374806
"Vivienda/Local Comercial,  Barrio Centenario.",46500,Malvinas Argentinas 3500,217.0,3.0,1.0,Local,214.28571428571428,Muy bajo,Muy grande,0.013824884792626729
Gran Casa a un Paso de la Av. 7 de Marzo,85000,Centenario 2000,184.0,5.0,2.0,Casa,461.95652173913044,Medio,Grande,0.02717391304347826
